level_0,index,parliamentarian_1,parliamentarian_2,proportion_agreement,region_1,region_2,partido_1,partido_2,Diputado_1,Diputado_2,sector_1,sector_2,person_1,person_2,label,sentiment,weight,node_vector_1,node_vector_2,same_party,same_sector,same_region,weight_edge,community_1,community_2,same_comunity,y_binaria,normalized_agreement
512,11401,"Borquez, Fernando","Cornejo, Eduardo",1.9512516469038208,Región de Los Lagos (9),Región del Libertador General Bernardo O'Higgins (9),Ind-UDI,UDI,Fernando Borquez Montecinos,Eduardo Cornejo Lagos,centro_derecha,centro_derecha,fernando bórquez,eduardo cornejo,positive,,3.0,"(0.7970206141471863, 0.5437690615653992, -0.6480931639671326, 0.43581536412239075, -0.4515974223613739, 0.15791526436805725, 0.45821601152420044, -0.28415483236312866, -0.03095497377216816, -0.18561036884784698, -0.20844699442386627, 0.1993829309940338)","(1.0430419445037842, 0.4225611090660095, -0.777855396270752, 0.4634683132171631, -0.6657615900039673, 0.44943585991859436, 0.5613369345664978, -0.13098633289337158, 0.09661883860826492, -0.181640625, -0.07364773750305176, 0.1896359771490097)",0,1,0,1.5,6.0,6.0,1,1,0.812749003984064
513,11408,"Donoso, Felipe","Moreira, Cristhian",1.9525691699604744,Región del Maule (11),Región Metropolitana de Santiago (47),UDI,UDI,Felipe Donoso Castro,Cristhian Moreira Barros,centro_derecha,centro_derecha,felipe donoso,cristhian moreira,positive,,3.0,"(1.0306261777877808, 0.2860717177391052, -0.7269792556762695, 0.5379049181938171, -0.6108257174491882, 0.562802791595459, 0.1706157922744751, 0.11790376156568527, 0.45554056763648987, 0.2026023119688034, 0.1102697029709816, 0.10128418356180191)","(0.7479811310768127, 0.5169054865837097, -0.7498553395271301, 0.5123915672302246, -0.12859058380126953, 0.30000174045562744, 0.25457116961479187, -0.22760504484176636, 0.12865081429481506, -0.02503875456750393, 0.0218609981238842, -0.02783532440662384)",1,1,0,1.5,6.0,6.0,1,1,0.813745019920319
514,11412,"Delgado, Viviana","Palma, Hernan",1.9525691699604744,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),Ind-PL,PH,Viviana Delgado Riquelme,Hernan Palma Perez,centro_izquierda,izquierda,viviana delgado,hernán palma,positive,,3.0,"(-0.5529818534851074, 0.1762314885854721, 0.06570392847061157, -0.029881691560149193, 0.35368841886520386, -0.3247251510620117, 0.4539754390716553, -0.18288759887218475, -0.2759101390838623, -0.49618151783943176, 0.21834242343902588, 0.46858084201812744)","(-0.7787176966667175, 0.3485070466995239, 0.0009008130291476846, -0.1692797839641571, 0.2689313292503357, -0.2874952554702759, 0.44774195551872253, 0.005903191864490509, -0.024843020364642143, -0.31147998571395874, 0.33834195137023926, 0.23379574716091156)",0,0,1,1.5,5.0,5.0,1,1,0.813745019920319
515,11421,"Concha, Sara","Raphael, Marcia",1.9552042160737813,Región de Ńuble (5),Región de Aysén del General Carlos Ibáńez del Campo (3),PSC,RN,Sara Concha Smith,Marcia Raphael Mora,derecha,centro_derecha,sara concha,marcia raphael,positive,,3.0,"(1.064326286315918, 0.12686966359615326, 0.8047046661376953, -0.4179203510284424, -0.025913849472999573, -0.26679885387420654, -0.18210211396217346, -0.41904354095458984, 0.3037022650241852, -0.22133778035640717, -0.1816408932209015, -0.03263005614280701)","(1.3217742443084717, 0.5300281643867493, 0.811710774898529, -0.1449011117219925, -0.04927497357130051, -0.2689875662326813, 0.06906894594430923, -0.4253396987915039, -0.023781538009643555, -0.05513276159763336, -0.10594827681779861, -0.16073589026927948)",0,0,0,1.5,7.0,7.0,1,1,0.815737051792829
516,11427,"Borquez, Fernando","Trisotti, Renzo",1.9552042160737813,Región de Los Lagos (9),Región de Tarapacá (3),Ind-UDI,UDI,Fernando Borquez Montecinos,Renzo Trisotti Martinez,centro_derecha,centro_derecha,fernando bórquez,renzo trisotti,positive,,3.0,"(0.7970206141471863, 0.5437690615653992, -0.6480931639671326, 0.43581536412239075, -0.4515974223613739, 0.15791526436805725, 0.45821601152420044, -0.28415483236312866, -0.03095497377216816, -0.18561036884784698, -0.20844699442386627, 0.1993829309940338)","(0.7679299712181091, -0.0780341625213623, -0.8394467234611511, 0.3747083246707916, 0.04735131934285164, 0.22592054307460785, 0.350392609834671, -0.1407461166381836, 0.3797835409641266, -0.45684972405433655, -0.09827522188425064, 0.09887111932039261)",0,1,0,1.5,6.0,6.0,1,1,0.815737051792829
517,11434,"Naranjo, Jaime","Perez, Catalina",1.9565217391304348,Región del Maule (11),Región de Antofagasta (5),PS,RD,Jaime Naranjo Ortiz,Catalina Perez Salinas,centro_izquierda,izquierda,jaime naranjo,perez,positive,,3.0,"(-0.09532375633716583, -0.6033055186271667, 0.42124277353286743, 0.4792490601539612, 0.47593387961387634, -0.2951275110244751, -0.21062995493412018, -0.27300432324409485, 0.16072839498519897, 0.09972921013832092, -0.3553610146045685, 0.5407090783119202)","(-0.5833644866943359, -0.4500192403793335, 0.43049877882003784, 0.6503874659538269, -0.21617211401462555, -0.3383769392967224, -0.08526098728179932, -0.3483317792415619, 0.11243350803852081, -0.16788360476493835, -0.4517958164215088, -0.20169158279895782)",0,0,0,1.5,1.0,4.0,0,1,0.8167330677290839
518,11443,"Barrera, Boris","Schneider, Emilia",1.9578392621870884,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,CS,Boris Barrera Moreno,Emilia Schneider Videla,izquierda,izquierda,boris barrera,emilia schneider,positive,,3.0,"(-0.36016225814819336, -0.770313560962677, 0.6618358492851257, 0.6424314379692078, -0.031686484813690186, 0.23307883739471436, -0.16970829665660858, 0.07655411213636398, 0.1556519716978073, 0.09132478386163712, -0.02301299199461937, 0.48244404792785645)","(-0.12497413903474808, -0.7421749234199524, 0.688690185546875, 0.16316275298595428, -0.27976399660110474, 0.20489300787448883, -0.01257383543998003, 0.038936905562877655, 0.37774309515953064, -0.08266038447618484, -0.4021376967430115, -0.019738422706723213)",0,1,1,1.5,1.0,1.0,1,1,0.8177290836653389
519,11462,"Araya, Jaime","Ulloa, Hector",1.9604743083003957,Región de Antofagasta (5),Región de Los Lagos (9),Ind-PPD,Ind-PPD,Jaime Araya Guerrero,Hector Ulloa Aguilera,centro_izquierda,centro_izquierda,jaime araya,héctor ulloa,positive,,3.0,"(-0.6611199378967285, 0.725109875202179, -0.12981659173965454, -0.33550170063972473, -0.24248777329921722, -0.0901297852396965, -0.23064914345741272, 0.1783013641834259, -0.19769494235515594, 0.18053986132144928, -0.228913813829422, -0.17082816362380981)","(-0.3473736047744751, 0.9333764314651489, -0.29170557856559753, 0.11685660481452942, 0.22128987312316895, -0.1374788135290146, -0.44216302037239075, 0.7861150503158569, -0.9450979232788086, -0.05972325801849365, -0.5705181360244751, 0.028671765699982643)",1,1,0,1.5,0.0,0.0,1,1,0.8197211155378492
520,11472,"Bobadilla, Sergio","Martinez, Cristobal",1.9631093544137024,Región del Biobío (13),Región de Ńuble (5),UDI,UDI,Sergio Bobadilla Munoz,Cristobal Martinez Ramirez,centro_derecha,centro_derecha,sergio bobadilla,cristóbal martínez,positive,,3.0,"(0.8366066813468933, 0.12245629727840424, -0.9530709981918335, 0.45356234908103943, -0.504688024520874, 0.4875708818435669, 0.05731780827045441, -0.009998638182878494, 0.05225972458720207, -0.27970007061958313, 0.13020622730255127, 0.17982208728790283)","(0.9057150483131409, 0.36934855580329895, -0.6038040518760681, 0.2636086344718933, -0.8320287466049194, 0.7093159556388855, 0.06769660860300064, 0.33102455735206604, 0.14718617498874664, -0.09168282151222229, 0.048700831830501556, 0.21399159729480743)",1,1,0,1.5,1.0,6.0,0,1,0.821713147410359
521,11474,"Alessandri, Jorge","Coloma, Juan Antonio",1.9631093544137024,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),UDI,UDI,Jorge Alessandri Vergara,Juan Antonio Coloma Alamos,centro_derecha,centro_derecha,jorge alessandri,juan antonio coloma,positive,,3.0,"(0.4019070565700531, -0.494261234998703, -0.39444541931152344, 0.10104236751794815, 0.13489197194576263, -0.18696853518486023, -0.36178115010261536, 0.06555704772472382, -0.4399808347225189, -0.28970152139663696, -0.21045586466789246, -0.1143282875418663)","(0.7598010301589966, -0.26275914907455444, -0.5484992861747742, 0.3825380206108093, 0.2592611312866211, 0.4757913053035736, -0.06529448181390762, 0.3052028715610504, -0.24308116734027863, -0.07461274415254593, 0.14286157488822937, -0.19784227013587952)",1,1,1,1.5,3.0,6.0,0,1,0.821713147410359
522,11477,"Ilabaca, Marcos","Yeomans, Gael",1.9631093544137024,Región de Los Ríos (5),Región Metropolitana de Santiago (47),PS,CS,Marcos Ilabaca Cerda,Gael Yeomans Araya,centro_izquierda,izquierda,marcos ilabaca,gael yeomans,positive,,3.0,"(-0.6085469722747803, -0.4445212185382843, 0.3449461758136749, -0.07103952020406723, 0.13798591494560242, 0.7097020149230957, 0.3865470588207245, -0.01669229567050934, -0.03312193602323532, -0.21486809849739075, -0.054818976670503616, 0.003096394008025527)","(-0.37476232647895813, -0.3489024341106415, 0.3404775559902191, 0.38837772607803345, 0.29868462681770325, 0.10271790623664856, -0.10603956878185272, -0.050362728536129, -0.16038575768470764, 0.2788885533809662, -0.09136515110731125, 0.303766131401062)",0,0,0,1.5,1.0,1.0,1,1,0.821713147410359
523,11479,"Benavente, Gustavo","Trisotti, Renzo",1.9631093544137024,Región del Maule (11),Región de Tarapacá (3),UDI,UDI,Gustavo Benavente Vergara,Renzo Trisotti Martinez,centro_derecha,centro_derecha,gustavo benavente,renzo trisotti,positive,,3.0,"(0.6005507707595825, -0.033216867595911026, -0.8693734407424927, 0.4111100435256958, -0.7116571068763733, 0.12563498318195343, 0.2866595685482025, -0.11520090699195862, 0.08838213980197906, -0.10231241583824158, 0.3167448043823242, 0.06578192114830017)","(0.7679299712181091, -0.0780341625213623, -0.8394467234611511, 0.3747083246707916, 0.04735131934285164, 0.22592054307460785, 0.350392609834671, -0.1407461166381836, 0.3797835409641266, -0.45684972405433655, -0.09827522188425064, 0.09887111932039261)",1,1,0,1.5,6.0,6.0,1,1,0.821713147410359
524,11486,"Benavente, Gustavo","Bobadilla, Sergio",1.964426877470356,Región del Maule (11),Región del Biobío (13),UDI,UDI,Gustavo Benavente Vergara,Sergio Bobadilla Munoz,centro_derecha,centro_derecha,gustavo benavente,sergio bobadilla,positive,,3.0,"(0.6005507707595825, -0.033216867595911026, -0.8693734407424927, 0.4111100435256958, -0.7116571068763733, 0.12563498318195343, 0.2866595685482025, -0.11520090699195862, 0.08838213980197906, -0.10231241583824158, 0.3167448043823242, 0.06578192114830017)","(0.8366066813468933, 0.12245629727840424, -0.9530709981918335, 0.45356234908103943, -0.504688024520874, 0.4875708818435669, 0.05731780827045441, -0.009998638182878494, 0.05225972458720207, -0.27970007061958313, 0.13020622730255127, 0.17982208728790283)",1,1,0,1.5,6.0,1.0,0,1,0.8227091633466139
525,11502,"Bello, Maria Francisca","Cuello, Luis Alberto",1.968379446640316,Región de Valparaíso (16),Región de Valparaíso (16),CS,PCCh,Maria Francisca Bello Campos,Luis Cuello Pena y Lillo,izquierda,izquierda,francisca bello,luis cuello,positive,,3.0,"(-0.6930207014083862, 0.5836769342422485, -0.42319488525390625, -0.1550309956073761, -0.0979531928896904, -0.18896746635437012, -0.15916118025779724, -0.31589776277542114, 0.06538401544094086, 0.26320335268974304, -0.08222538977861404, -0.1728510558605194)","(-0.6006969213485718, 0.6191859841346741, -0.24500775337219238, -0.024306442588567734, 0.26989275217056274, 0.014180215075612068, 0.10820265114307404, -0.13371019065380096, 0.009708849713206291, -0.1963072568178177, -0.2602418065071106, -0.3198695480823517)",0,1,1,1.5,0.0,0.0,1,1,0.8256972111553785
526,11537,"Giordano, Andres","Perez, Catalina",1.974967061923584,Región Metropolitana de Santiago (47),Región de Antofagasta (5),Ind-RD,RD,Andres Giordano Salazar,Catalina Perez Salinas,izquierda,izquierda,andrés giordano,perez,positive,,3.0,"(-0.6557130217552185, 0.6899177432060242, -0.08609505742788315, -0.07238169759511948, -0.14065739512443542, -0.06194741278886795, -0.2486344277858734, -0.18720300495624542, 0.10872600972652435, 0.06190745532512665, -0.17432506382465363, -0.2566082179546356)","(-0.5833644866943359, -0.4500192403793335, 0.43049877882003784, 0.6503874659538269, -0.21617211401462555, -0.3383769392967224, -0.08526098728179932, -0.3483317792415619, 0.11243350803852081, -0.16788360476493835, -0.4517958164215088, -0.20169158279895782)",0,1,0,1.5,0.0,4.0,0,1,0.8306772908366539
527,11553,"Coloma, Juan Antonio","Ramirez, Guillermo",1.9776021080368904,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),UDI,UDI,Juan Antonio Coloma Alamos,Guillermo Ramirez Diez,centro_derecha,centro_derecha,juan antonio coloma,guillermo ramírez,positive,,3.0,"(0.7598010301589966, -0.26275914907455444, -0.5484992861747742, 0.3825380206108093, 0.2592611312866211, 0.4757913053035736, -0.06529448181390762, 0.3052028715610504, -0.24308116734027863, -0.07461274415254593, 0.14286157488822937, -0.19784227013587952)","(0.29868990182876587, 0.01381832454353571, -0.35624924302101135, 0.5075188279151917, 0.4355458617210388, 0.3775927722454071, -0.4108975827693939, 0.532281756401062, -0.7182883024215698, 0.0009501018794253469, -0.27519160509109497, -0.18727947771549225)",1,1,1,1.5,6.0,3.0,0,1,0.8326693227091634
528,11575,"Bobadilla, Sergio","Trisotti, Renzo",1.981554677206851,Región del Biobío (13),Región de Tarapacá (3),UDI,UDI,Sergio Bobadilla Munoz,Renzo Trisotti Martinez,centro_derecha,centro_derecha,sergio bobadilla,renzo trisotti,positive,,3.0,"(0.8366066813468933, 0.12245629727840424, -0.9530709981918335, 0.45356234908103943, -0.504688024520874, 0.4875708818435669, 0.05731780827045441, -0.009998638182878494, 0.05225972458720207, -0.27970007061958313, 0.13020622730255127, 0.17982208728790283)","(0.7679299712181091, -0.0780341625213623, -0.8394467234611511, 0.3747083246707916, 0.04735131934285164, 0.22592054307460785, 0.350392609834671, -0.1407461166381836, 0.3797835409641266, -0.45684972405433655, -0.09827522188425064, 0.09887111932039261)",1,1,0,1.5,1.0,6.0,0,1,0.8356573705179285
529,11580,"Borquez, Fernando","Weisse, Flor",1.981554677206851,Región de Los Lagos (9),Región del Biobío (13),Ind-UDI,UDI,Fernando Borquez Montecinos,Flor Weisse Novoa,centro_derecha,centro_derecha,fernando bórquez,flor weisse,positive,,3.0,"(0.7970206141471863, 0.5437690615653992, -0.6480931639671326, 0.43581536412239075, -0.4515974223613739, 0.15791526436805725, 0.45821601152420044, -0.28415483236312866, -0.03095497377216816, -0.18561036884784698, -0.20844699442386627, 0.1993829309940338)","(0.7492145299911499, -0.09251458197832108, -0.9947445392608643, 0.4519234001636505, -0.18849317729473114, 0.355893075466156, 0.09074534475803375, -0.013865157961845398, -0.10755985230207443, 0.022682225331664085, -0.07653800398111343, 0.24342505633831024)",0,1,0,1.5,6.0,6.0,1,1,0.8356573705179285
530,11581,"Naranjo, Jaime","Yeomans, Gael",1.981554677206851,Región del Maule (11),Región Metropolitana de Santiago (47),PS,CS,Jaime Naranjo Ortiz,Gael Yeomans Araya,centro_izquierda,izquierda,jaime naranjo,gael yeomans,neutral,,2.0,"(-0.09532375633716583, -0.6033055186271667, 0.42124277353286743, 0.4792490601539612, 0.47593387961387634, -0.2951275110244751, -0.21062995493412018, -0.27300432324409485, 0.16072839498519897, 0.09972921013832092, -0.3553610146045685, 0.5407090783119202)","(-0.37476232647895813, -0.3489024341106415, 0.3404775559902191, 0.38837772607803345, 0.29868462681770325, 0.10271790623664856, -0.10603956878185272, -0.050362728536129, -0.16038575768470764, 0.2788885533809662, -0.09136515110731125, 0.303766131401062)",0,0,0,0.5,1.0,1.0,1,1,0.8356573705179285
531,11582,"Naranjo, Jaime","Yeomans, Gael",1.981554677206851,Región del Maule (11),Región Metropolitana de Santiago (47),PS,CS,Jaime Naranjo Ortiz,Gael Yeomans Araya,centro_izquierda,izquierda,jaime naranjo,gael yeomans,positive,,3.0,"(-0.09532375633716583, -0.6033055186271667, 0.42124277353286743, 0.4792490601539612, 0.47593387961387634, -0.2951275110244751, -0.21062995493412018, -0.27300432324409485, 0.16072839498519897, 0.09972921013832092, -0.3553610146045685, 0.5407090783119202)","(-0.37476232647895813, -0.3489024341106415, 0.3404775559902191, 0.38837772607803345, 0.29868462681770325, 0.10271790623664856, -0.10603956878185272, -0.050362728536129, -0.16038575768470764, 0.2788885533809662, -0.09136515110731125, 0.303766131401062)",0,0,0,1.5,1.0,1.0,1,1,0.8356573705179285
532,11590,"Ilabaca, Marcos","Mellado, Cosme",1.9841897233201584,Región de Los Ríos (5),Región del Libertador General Bernardo O'Higgins (9),PS,PR,Marcos Ilabaca Cerda,Cosme Mellado Pino,centro_izquierda,centro_izquierda,marcos ilabaca,cosme mellado,positive,,3.0,"(-0.6085469722747803, -0.4445212185382843, 0.3449461758136749, -0.07103952020406723, 0.13798591494560242, 0.7097020149230957, 0.3865470588207245, -0.01669229567050934, -0.03312193602323532, -0.21486809849739075, -0.054818976670503616, 0.003096394008025527)","(-0.7245451211929321, -0.509463369846344, 0.6118914484977722, 0.4835319519042969, 0.0035490866284817457, 0.375702828168869, 0.39874619245529175, 0.031991783529520035, 0.16498540341854095, -0.11753306537866592, 0.3098754286766052, 0.42911496758461)",0,1,0,1.5,1.0,1.0,1,1,0.8376494023904387
533,11609,"Castillo, Nathalie","Giordano, Andres",1.9881422924901184,Región de Coquimbo (7),Región Metropolitana de Santiago (47),PCCh,Ind-RD,Nathalie Castillo Rojas,Andres Giordano Salazar,izquierda,izquierda,nathalie castillo,andrés giordano,positive,,3.0,"(-0.8092057704925537, 0.7760384678840637, -0.3340529501438141, -0.11934711039066315, -0.13445216417312622, -0.14021965861320496, -0.15740054845809937, -0.09640427678823471, 0.28907132148742676, 0.029042266309261322, -0.2405732423067093, -0.3294845223426819)","(-0.6557130217552185, 0.6899177432060242, -0.08609505742788315, -0.07238169759511948, -0.14065739512443542, -0.06194741278886795, -0.2486344277858734, -0.18720300495624542, 0.10872600972652435, 0.06190745532512665, -0.17432506382465363, -0.2566082179546356)",0,1,0,1.5,0.0,0.0,1,1,0.8406374501992033
534,11615,"Bobadilla, Sergio","Weisse, Flor",1.989459815546772,Región del Biobío (13),Región del Biobío (13),UDI,UDI,Sergio Bobadilla Munoz,Flor Weisse Novoa,centro_derecha,centro_derecha,sergio bobadilla,flor weisse,positive,,3.0,"(0.8366066813468933, 0.12245629727840424, -0.9530709981918335, 0.45356234908103943, -0.504688024520874, 0.4875708818435669, 0.05731780827045441, -0.009998638182878494, 0.05225972458720207, -0.27970007061958313, 0.13020622730255127, 0.17982208728790283)","(0.7492145299911499, -0.09251458197832108, -0.9947445392608643, 0.4519234001636505, -0.18849317729473114, 0.355893075466156, 0.09074534475803375, -0.013865157961845398, -0.10755985230207443, 0.022682225331664085, -0.07653800398111343, 0.24342505633831024)",1,1,1,1.5,1.0,6.0,0,1,0.8416334661354584
535,11629,"Ilabaca, Marcos","Manouchehri, Daniel",1.990777338603425,Región de Los Ríos (5),Región de Coquimbo (7),PS,PS,Marcos Ilabaca Cerda,Daniel Manouchehri Moghadam Kashan Lobos,centro_izquierda,centro_izquierda,marcos ilabaca,daniel manouchehri,neutral,,2.0,"(-0.6085469722747803, -0.4445212185382843, 0.3449461758136749, -0.07103952020406723, 0.13798591494560242, 0.7097020149230957, 0.3865470588207245, -0.01669229567050934, -0.03312193602323532, -0.21486809849739075, -0.054818976670503616, 0.003096394008025527)","(-0.42558568716049194, -0.12368136644363403, 0.4409332275390625, -1.060835599899292, -0.46651700139045715, 1.0375126600265503, -0.3805502653121948, -0.11937267333269119, -0.4416540861129761, -0.2490336000919342, 0.0034676999785006046, -0.05087509751319885)",1,1,0,0.5,1.0,8.0,0,1,0.8426294820717131
536,11649,"Barrera, Boris","Naranjo, Jaime",1.9960474308300395,Región Metropolitana de Santiago (47),Región del Maule (11),PCCh,PS,Boris Barrera Moreno,Jaime Naranjo Ortiz,izquierda,centro_izquierda,boris barrera,jaime naranjo,neutral,,2.0,"(-0.36016225814819336, -0.770313560962677, 0.6618358492851257, 0.6424314379692078, -0.031686484813690186, 0.23307883739471436, -0.16970829665660858, 0.07655411213636398, 0.1556519716978073, 0.09132478386163712, -0.02301299199461937, 0.48244404792785645)","(-0.09532375633716583, -0.6033055186271667, 0.42124277353286743, 0.4792490601539612, 0.47593387961387634, -0.2951275110244751, -0.21062995493412018, -0.27300432324409485, 0.16072839498519897, 0.09972921013832092, -0.3553610146045685, 0.5407090783119202)",0,0,0,0.5,1.0,1.0,1,1,0.8466135458167333
537,11652,"Cariola, Karol","Serrano, Daniela",1.9960474308300395,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,PCCh,Karol Cariola Oliva,Daniela Serrano Salazar,izquierda,izquierda,karol cariola,daniela serrano,positive,,3.0,"(-0.2627030611038208, 0.013633803464472294, -0.5015953779220581, -0.35528114438056946, -0.06337299197912216, -0.09727116674184799, -0.2532879710197449, -0.3320744037628174, -0.1651214063167572, -0.3984580934047699, 0.18195651471614838, -0.14150302112102509)","(-0.5222252011299133, 0.021854275837540627, -0.04689621552824974, -0.904629647731781, -0.4601684510707855, 0.5449947714805603, -0.4642520546913147, 0.1468992978334427, -0.3991403579711914, -0.18016713857650757, 0.12388111650943756, -0.08512736856937408)",1,1,1,1.5,0.0,8.0,0,1,0.8466135458167333
538,11657,"Castillo, Nathalie","Gazmuri, Ana Maria",1.9986824769433464,Región de Coquimbo (7),Región Metropolitana de Santiago (47),PCCh,AH,Nathalie Castillo Rojas,Ana Maria Gazmuri Vieira,izquierda,izquierda,nathalie castillo,ana maría gazmuri,positive,,3.0,"(-0.8092057704925537, 0.7760384678840637, -0.3340529501438141, -0.11934711039066315, -0.13445216417312622, -0.14021965861320496, -0.15740054845809937, -0.09640427678823471, 0.28907132148742676, 0.029042266309261322, -0.2405732423067093, -0.3294845223426819)","(-0.716140866279602, 0.7478823661804199, -0.41797012090682983, -0.12766222655773163, -0.054290007799863815, -0.24158935248851776, -0.15148043632507324, -0.20268481969833374, 0.07408037036657333, 0.12009747326374054, -0.0595979169011116, -0.36016932129859924)",0,1,0,1.5,0.0,0.0,1,1,0.8486055776892433
539,11665,"Raphael, Marcia","Rey, Hugo",1.9986824769433464,Región de Aysén del General Carlos Ibáńez del Campo (3),Región del Maule (11),RN,RN,Marcia Raphael Mora,Hugo Rey Martinez,centro_derecha,centro_derecha,marcia raphael,hugo rey,negative,,0.5,"(1.3217742443084717, 0.5300281643867493, 0.811710774898529, -0.1449011117219925, -0.04927497357130051, -0.2689875662326813, 0.06906894594430923, -0.4253396987915039, -0.023781538009643555, -0.05513276159763336, -0.10594827681779861, -0.16073589026927948)","(1.3839253187179565, 0.5208601355552673, 0.8229762315750122, -0.15415668487548828, -0.08630043268203735, -0.32698294520378113, 0.059862714260816574, -0.5424466729164124, -0.041387155652046204, -0.0392146036028862, -0.07782161235809326, -0.15078608691692352)",1,1,0,-1.0,7.0,7.0,1,1,0.8486055776892433
540,11666,"Raphael, Marcia","Rey, Hugo",1.9986824769433464,Región de Aysén del General Carlos Ibáńez del Campo (3),Región del Maule (11),RN,RN,Marcia Raphael Mora,Hugo Rey Martinez,centro_derecha,centro_derecha,marcia raphael,hugo rey,positive,,3.0,"(1.3217742443084717, 0.5300281643867493, 0.811710774898529, -0.1449011117219925, -0.04927497357130051, -0.2689875662326813, 0.06906894594430923, -0.4253396987915039, -0.023781538009643555, -0.05513276159763336, -0.10594827681779861, -0.16073589026927948)","(1.3839253187179565, 0.5208601355552673, 0.8229762315750122, -0.15415668487548828, -0.08630043268203735, -0.32698294520378113, 0.059862714260816574, -0.5424466729164124, -0.041387155652046204, -0.0392146036028862, -0.07782161235809326, -0.15078608691692352)",1,1,0,1.5,7.0,7.0,1,1,0.8486055776892433
541,11675,"Bello, Maria Francisca","Bugueno, Felix",2.0,Región de Valparaíso (16),Región del Libertador General Bernardo O'Higgins (9),CS,Comunes,Maria Francisca Bello Campos,Felix Bugueno Sotelo,izquierda,izquierda,francisca bello,félix bugueño,positive,,3.0,"(-0.6930207014083862, 0.5836769342422485, -0.42319488525390625, -0.1550309956073761, -0.0979531928896904, -0.18896746635437012, -0.15916118025779724, -0.31589776277542114, 0.06538401544094086, 0.26320335268974304, -0.08222538977861404, -0.1728510558605194)","(-0.767809271812439, 0.7336240410804749, -0.3429037928581238, -0.15748777985572815, -0.07667707651853561, -0.16978858411312103, -0.2950199544429779, -0.2443094104528427, 0.054530419409275055, 0.1101265475153923, -0.03391369804739952, -0.2120307832956314)",0,1,0,1.5,0.0,0.0,1,1,0.8496015936254983
542,11678,"Coloma, Juan Antonio","Weisse, Flor",2.0,Región Metropolitana de Santiago (47),Región del Biobío (13),UDI,UDI,Juan Antonio Coloma Alamos,Flor Weisse Novoa,centro_derecha,centro_derecha,juan antonio coloma,flor weisse,positive,,3.0,"(0.7598010301589966, -0.26275914907455444, -0.5484992861747742, 0.3825380206108093, 0.2592611312866211, 0.4757913053035736, -0.06529448181390762, 0.3052028715610504, -0.24308116734027863, -0.07461274415254593, 0.14286157488822937, -0.19784227013587952)","(0.7492145299911499, -0.09251458197832108, -0.9947445392608643, 0.4519234001636505, -0.18849317729473114, 0.355893075466156, 0.09074534475803375, -0.013865157961845398, -0.10755985230207443, 0.022682225331664085, -0.07653800398111343, 0.24342505633831024)",1,1,0,1.5,6.0,6.0,1,1,0.8496015936254983
543,11687,"Cuello, Luis Alberto","Giordano, Andres",2.0013175230566533,Región de Valparaíso (16),Región Metropolitana de Santiago (47),PCCh,Ind-RD,Luis Cuello Pena y Lillo,Andres Giordano Salazar,izquierda,izquierda,luis cuello,andrés giordano,positive,,3.0,"(-0.6006969213485718, 0.6191859841346741, -0.24500775337219238, -0.024306442588567734, 0.26989275217056274, 0.014180215075612068, 0.10820265114307404, -0.13371019065380096, 0.009708849713206291, -0.1963072568178177, -0.2602418065071106, -0.3198695480823517)","(-0.6557130217552185, 0.6899177432060242, -0.08609505742788315, -0.07238169759511948, -0.14065739512443542, -0.06194741278886795, -0.2486344277858734, -0.18720300495624542, 0.10872600972652435, 0.06190745532512665, -0.17432506382465363, -0.2566082179546356)",0,1,0,1.5,0.0,0.0,1,1,0.8505976095617531
544,11695,"Mellado, Miguel","Rathgeb, Jorge",2.0039525691699605,Región de la Araucanía (11),Región de la Araucanía (11),RN,RN,Miguel Mellado Suazo,Jorge Rathgeb Schifferli,centro_derecha,centro_derecha,miguel mellado,jorge rathgeb,neutral,,2.0,"(0.5149169564247131, -0.565479040145874, 0.319757342338562, 0.31109920144081116, 0.7973689436912537, -0.13707542419433594, -0.289449542760849, 0.18408244848251343, 0.32601630687713623, 0.45294612646102905, 0.2824724614620209, -0.11920913308858871)","(0.6640811562538147, -0.3797134757041931, -0.09222756326198578, 0.023340024054050446, 1.0647426843643188, 0.1836443841457367, -0.05533101037144661, 0.014889989048242569, 0.19879978895187378, 0.650799572467804, 0.19766965508460999, -0.48658785223960876)",1,1,1,0.5,3.0,3.0,1,1,0.8525896414342632
